Page,Route,Slide / section,Source paragraph,Source heading,Source body,Source CTA / links,Treatment,Current representation,Not reproduced verbatim by standard renderer,Stored in pages.json,Implementation file
75,/os/insights,SECTION 2,2529,Each Material Insight Should Show,"What changed
Why it matters
Context or source
Permission / authority basis
Last updated / progressed
Assumptions
Uncertainty where relevant
Suggested next action
Continue / redirect / pause / override",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Each Material Insight Should Show
What changed
Why it matters
Context or source
Permission / authority basis
Last updated / progressed
Assumptions
Uncertainty where relevant
Suggested next action
Continue / redirect / pause / override",No,src/pages/workspace/PlannedModule.tsx
75,/os/insights,SECTION 3,2540,Turn an Insight Into Action,"Review the evidence, accept or reject the interpretation, then create a decision or workflow only when warranted.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Turn an Insight Into Action
Review the evidence, accept or reject the interpretation, then create a decision or workflow only when warranted.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,HERO,2550,Your Business Context,"See the priorities, operations, finances, people, opportunities, and active execution shaping the business.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Your Business Context
See the priorities, operations, finances, people, opportunities, and active execution shaping the business.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 2,2553,Current Priorities,See the business priorities that need attention now and why they matter.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Current Priorities
See the business priorities that need attention now and why they matter.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 3,2556,Operational Clarity,"Review bottlenecks, dependencies, recurring friction, and operating assumptions shaping performance.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Operational Clarity
Review bottlenecks, dependencies, recurring friction, and operating assumptions shaping performance.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 4,2559,Financial Context,"Bring cash, runway, pricing, scenarios, and financial implications into relevant business decisions.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Financial Context
Bring cash, runway, pricing, scenarios, and financial implications into relevant business decisions.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 5,2562,People & Capability,"See the strengths, gaps, role requirements, and team capacity affecting the plan.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"People & Capability
See the strengths, gaps, role requirements, and team capacity affecting the plan.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 6,2565,Opportunities,"Compare growth options against resources, timing, expected value, and execution demand.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Opportunities
Compare growth options against resources, timing, expected value, and execution demand.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 7,2568,Workflows,Track the structured work turning approved decisions into coordinated execution.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Workflows
Track the structured work turning approved decisions into coordinated execution.",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 8,2571,Recent Decisions,"Review important decisions, their reasoning, owners, and resulting actions.
SECTION 9",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Recent Decisions
Review important decisions, their reasoning, owners, and resulting actions.
SECTION 9",No,src/pages/workspace/PlannedModule.tsx
76,/os/business,SECTION 9 / SECTION - COMMERCIAL EXECUTION,2575,Commercial Work,"Manage proposal, structured scope, acceptance criteria, agreement, milestones, invoice, delivery evidence, verification, authorized approval, payment release, and reconciliation as one connected operating record where those capabilities are available.
Keep commercial decisions tied to the objective, responsible parties, evidence, and approval boundaries rather than scattering them across unrelated documents and payment steps.
Improve Margin
Connect cost drivers, pricing, workflow efficiency, capability, and growth priorities in one working view.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Commercial Work
Manage proposal, structured scope, acceptance criteria, agreement, milestones, invoice, delivery evidence, verification, authorized approval, payment release, and reconciliation as one connected operating record where those capabilities are available.
Keep commercial decisions tied to the objective, responsible parties, evidence, and approval boundaries rather than scattering them across unrelated documents and payment steps.
Improve Margin
Connect cost drivers, pricing, workflow efficiency, capability, and growth priorities in one working view.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,HERO,2588,Explore Where You Could Go Next.,"Compare opportunities against current position, expected value, required capability, trade-offs, and assumptions.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Explore Where You Could Go Next.
Compare opportunities against current position, expected value, required capability, trade-offs, and assumptions.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 2,2591,Opportunity,Define the opportunity clearly enough to compare it with alternatives.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Opportunity
Define the opportunity clearly enough to compare it with alternatives.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 3,2594,Why It Matters,"Connect the opportunity to the objective, audience, market, or organizational priority it serves.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Why It Matters
Connect the opportunity to the objective, audience, market, or organizational priority it serves.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 4,2597,Potential Impact,"Estimate the value, reach, efficiency, learning, or strategic effect the opportunity could create.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Potential Impact
Estimate the value, reach, efficiency, learning, or strategic effect the opportunity could create.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 5,2600,Required Capability,"Identify the people, resources, knowledge, systems, and funding required to pursue it.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Required Capability
Identify the people, resources, knowledge, systems, and funding required to pursue it.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 6,2603,Trade-Offs,"Make the cost, timing, risk, and opportunity cost visible before choosing a direction.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Trade-Offs
Make the cost, timing, risk, and opportunity cost visible before choosing a direction.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 7,2606,Assumptions,State what must be true for the opportunity case to hold.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Assumptions
State what must be true for the opportunity case to hold.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 8,2609,Pathway,"Turn the chosen opportunity into milestones, decisions, owners, and next actions.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Pathway
Turn the chosen opportunity into milestones, decisions, owners, and next actions.",No,src/pages/workspace/PlannedModule.tsx
77,/os/opportunities,SECTION 9,2612,Choose Between Two Growth Paths,"Compare expected value, financial implications, capability needs, timing, and execution burden before selecting a route.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Choose Between Two Growth Paths
Compare expected value, financial implications, capability needs, timing, and execution burden before selecting a route.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,HERO,2622,Understand the Financial Context Behind the Decision.,"Use current inputs and explicit assumptions to explore cash, runway, forecasts, scenarios, pricing, and decision impact.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Understand the Financial Context Behind the Decision.
Use current inputs and explicit assumptions to explore cash, runway, forecasts, scenarios, pricing, and decision impact.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 2,2625,Cash Position,See the current cash picture using the latest available inputs and clearly defined scope.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Cash Position
See the current cash picture using the latest available inputs and clearly defined scope.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 3,2628,Runway,Estimate how long the current position supports the plan under stated assumptions.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Runway
Estimate how long the current position supports the plan under stated assumptions.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 4,2631,Forecast,Project expected movement over time and keep assumptions visible beside the result.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Forecast
Project expected movement over time and keep assumptions visible beside the result.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 5,2634,Scenario Comparison,"Compare base, conservative, and growth cases before committing to a consequential decision.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Scenario Comparison
Compare base, conservative, and growth cases before committing to a consequential decision.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 6,2637,Pricing,"Test how price, volume, margin, and cost assumptions affect the business case.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Pricing
Test how price, volume, margin, and cost assumptions affect the business case.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 7,2640,Decision Impact,"See how a proposed action changes cash, runway, forecast, or other selected financial measures.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Decision Impact
See how a proposed action changes cash, runway, forecast, or other selected financial measures.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 8,2643,Assumptions,Review and edit the inputs driving each calculation or scenario.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Assumptions
Review and edit the inputs driving each calculation or scenario.",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 9,2646,Test a Hiring Plan,"Compare base, conservative, and growth scenarios before adding headcount.
SECTION 10",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Test a Hiring Plan
Compare base, conservative, and growth scenarios before adding headcount.
SECTION 10",No,src/pages/workspace/PlannedModule.tsx
78,/os/finance,SECTION 10 / SECTION - CONSEQUENTIAL FINANCE,2650,Analysis Is Not Financial Authority,"Use financial intelligence to understand implications and compare scenarios. Material spending, payment, transfer, contractual, or other consequential finance actions remain subject to the applicable role, policy, approval, and delegated-authority controls.
Decision Support Notice
Financial outputs depend on the information and assumptions provided. Review the inputs before making consequential decisions.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Analysis Is Not Financial Authority
Use financial intelligence to understand implications and compare scenarios. Material spending, payment, transfer, contractual, or other consequential finance actions remain subject to the applicable role, policy, approval, and delegated-authority controls.
Decision Support Notice
Financial outputs depend on the information and assumptions provided. Review the inputs before making consequential decisions.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,HERO,2662,Understand What the Work Requires.,"See capability requirements, strengths, gaps, alignment, and development needs in context.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Understand What the Work Requires.
See capability requirements, strengths, gaps, alignment, and development needs in context.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 2,2665,Capability Requirements,"Define what the objective requires from roles, skills, knowledge, systems, and support.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Capability Requirements
Define what the objective requires from roles, skills, knowledge, systems, and support.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 3,2668,Strengths,See which existing capabilities already support the work.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Strengths
See which existing capabilities already support the work.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 4,2671,Gaps,Identify the missing or weak capabilities most likely to constrain the objective.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Gaps
Identify the missing or weak capabilities most likely to constrain the objective.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 5,2674,Team Alignment,"Compare priorities, responsibilities, and capability across the people contributing to the work.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Team Alignment
Compare priorities, responsibilities, and capability across the people contributing to the work.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 6,2677,Development Needs,"Turn critical gaps into focused development, hiring, access, or delegation actions.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Development Needs
Turn critical gaps into focused development, hiring, access, or delegation actions.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 7,2680,Role Requirements,Clarify what each role needs to contribute without reducing people to a single score.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Role Requirements
Clarify what each role needs to contribute without reducing people to a single score.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 8,2683,Prepare a Team for a New Operating Model,"Map required capabilities, current strengths, critical gaps, development actions, and workflow changes.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Prepare a Team for a New Operating Model
Map required capabilities, current strengths, critical gaps, development actions, and workflow changes.",No,src/pages/workspace/PlannedModule.tsx
79,/os/people,SECTION 9,2686,People Are More Than a Score,Use evidence and context. Avoid unexplained single-number judgments.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"People Are More Than a Score
Use evidence and context. Avoid unexplained single-number judgments.",No,src/pages/workspace/PlannedModule.tsx
80,/os/workflows,HERO,2696,Turn Decisions Into Execution.,"Create, review, and continue the workflows that move important work forward.",CTA: Create Workflow,Custom UI; no one-to-one slide,"See how the work moves. — Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Turn Decisions Into Execution.
Create, review, and continue the workflows that move important work forward.",No,src/pages/workspace/ActionsPage.tsx
80,/os/workflows,SECTION 2,2700,Active Workflows,"See work in progress, what continued under prior authorization, current status, owners, dependencies, approvals, and next actions.",,Custom UI; no one-to-one slide,"Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Active Workflows
See work in progress, what continued under prior authorization, current status, owners, dependencies, approvals, and next actions.",No,src/pages/workspace/ActionsPage.tsx
80,/os/workflows,SECTION 3,2703,Templates,Start from approved repeatable patterns when a process occurs often enough to justify structure.,,Custom UI; no one-to-one slide,"Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Templates
Start from approved repeatable patterns when a process occurs often enough to justify structure.",No,src/pages/workspace/ActionsPage.tsx
80,/os/workflows,SECTION 4,2706,Suggested Workflows,Review workflow suggestions generated from the objective and context before creating them. Suggestions never inherit execution authority automatically.,,Custom UI; no one-to-one slide,"Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Suggested Workflows
Review workflow suggestions generated from the objective and context before creating them. Suggestions never inherit execution authority automatically.",No,src/pages/workspace/ActionsPage.tsx
80,/os/workflows,SECTION 5,2709,Completed Workflows,"Review finished workflows, outcomes, and lessons that may improve future execution.
SECTION 6",,Custom UI; no one-to-one slide,"Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Completed Workflows
Review finished workflows, outcomes, and lessons that may improve future execution.
SECTION 6",No,src/pages/workspace/ActionsPage.tsx
80,/os/workflows,SECTION 6 / SECTION - VERIFIED DELIVERY,2713,Commercial Delivery Workflows,"Where a workflow governs paid delivery, carry the structured scope, acceptance criteria, milestone value, evidence requirements, verification result, approval state, revision history, and release condition with the work.
AI-assisted verification can support the decision. It does not independently authorize consequential payment release by default.
Convert a Decision Into a Repeatable Process
Start from an approved decision, add owners, dependencies, approval boundaries, and progression permissions, then save the pattern when repetition creates value.",CTA: Create Workflow,Custom UI; no one-to-one slide,"Reuses the action tracker. No dependency graph, multi-owner workflow builder or commercial acceptance engine.","Commercial Delivery Workflows
Where a workflow governs paid delivery, carry the structured scope, acceptance criteria, milestone value, evidence requirements, verification result, approval state, revision history, and release condition with the work.
AI-assisted verification can support the decision. It does not independently authorize consequential payment release by default.
Convert a Decision Into a Repeatable Process
Start from an approved decision, add owners, dependencies, approval boundaries, and progression permissions, then save the pattern when repetition creates value.",No,src/pages/workspace/ActionsPage.tsx
81,/os/workflows/[id],HERO,2727,Build the Work Around the Outcome.,"Structure steps, ownership, dependencies, approvals, status, and review around a defined result.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Build the Work Around the Outcome.
Structure steps, ownership, dependencies, approvals, status, and review around a defined result.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 2,2730,Outcome,Define the result the workflow is intended to produce before adding steps.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Outcome
Define the result the workflow is intended to produce before adding steps.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 3,2733,Steps,"Break the work into clear actions that can be completed, reviewed, or handed off.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Steps
Break the work into clear actions that can be completed, reviewed, or handed off.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 4,2736,Owners,Assign responsibility so each action has a clear accountable person or role.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Owners
Assign responsibility so each action has a clear accountable person or role.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 5,2739,Dependencies,"Show what must happen first, what can run in parallel, and where blockers may appear.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Dependencies
Show what must happen first, what can run in parallel, and where blockers may appear.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 6,2742,Approvals,"Define what may progress automatically, what must pause for approval, who can override it, and where policy, risk, or consequence requires human authorization.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Approvals
Define what may progress automatically, what must pause for approval, who can override it, and where policy, risk, or consequence requires human authorization.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 7,2745,Status,"See what is planned, active, progressed automatically, blocked, awaiting approval, paused, overridden, completed, or changed.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Status
See what is planned, active, progressed automatically, blocked, awaiting approval, paused, overridden, completed, or changed.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 8,2748,Suggested Next Actions,Review context-based suggestions before adding them to the workflow.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Suggested Next Actions
Review context-based suggestions before adding them to the workflow.",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 9,2751,History,"Keep a traceable record of material workflow changes, progression permissions, approvals, overrides, reversals, decisions, and outcomes.
SECTION 10",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"History
Keep a traceable record of material workflow changes, progression permissions, approvals, overrides, reversals, decisions, and outcomes.
SECTION 10",No,src/pages/workspace/PlannedModule.tsx
81,/os/workflows/[id],SECTION 10 / SECTION - ACCEPTANCE & EVIDENCE,2755,Define How Completion Will Be Judged,"For deliverable-based work, define outputs, acceptance criteria, evidence requirements, milestone value, revision rules, and release conditions before execution. Verification should show which criteria are satisfied, partially satisfied, not satisfied, or cannot be reliably determined, together with the evidence and confidence behind the assessment.
Launch a New Service
Move from approved strategy to pricing, capability preparation, launch steps, ownership, approvals, and review.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Define How Completion Will Be Judged
For deliverable-based work, define outputs, acceptance criteria, evidence requirements, milestone value, revision rules, and release conditions before execution. Verification should show which criteria are satisfied, partially satisfied, not satisfied, or cannot be reliably determined, together with the evidence and confidence behind the assessment.
Launch a New Service
Move from approved strategy to pricing, capability preparation, launch steps, ownership, approvals, and review.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,HERO,2767,See the Organization in Context.,"Connect priorities, teams, capability, workflows, rhythm, governance, and organizational insights in an operating context that can keep relevant change current over time.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"See the Organization in Context.
Connect priorities, teams, capability, workflows, rhythm, governance, and organizational insights in an operating context that can keep relevant change current over time.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 2,2770,Priorities,See the organization-level outcomes and decisions that need shared attention.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Priorities
See the organization-level outcomes and decisions that need shared attention.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 3,2773,Teams,Understand which teams own the work and how their responsibilities connect.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Teams
Understand which teams own the work and how their responsibilities connect.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 4,2776,Capability,Review organizational strengths and constraints against current priorities.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Capability
Review organizational strengths and constraints against current priorities.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 5,2779,Rhythm,"Connect daily and team activity to weekly, monthly, and organization-level review.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Rhythm
Connect daily and team activity to weekly, monthly, and organization-level review.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 6,2782,Workflows,See coordinated execution across functions without exposing every workflow to every user.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Workflows
See coordinated execution across functions without exposing every workflow to every user.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 7,2785,Insights,"Review cross-team patterns and material changes that warrant attention, including what changed since the last organizational review.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Insights
Review cross-team patterns and material changes that warrant attention, including what changed since the last organizational review.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 8,2788,Governance,"Apply roles, policies, approvals, and accountability to the organizational context.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Governance
Apply roles, policies, approvals, and accountability to the organizational context.",No,src/pages/workspace/PlannedModule.tsx
82,/os/organization,SECTION 9,2791,Align Strategy and Delivery,"Connect strategic priorities to business units, capability readiness, active workflows, blockers, and review cadence.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Align Strategy and Delivery
Connect strategic priorities to business units, capability readiness, active workflows, blockers, and review cadence.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,HERO,2801,Teams,"See each team's priorities, membership, capability, active work, and operating rhythm.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Teams
See each team's priorities, membership, capability, active work, and operating rhythm.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 2,2804,Team Overview,"See the team purpose, active priorities, membership, capability, and current work in one view.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Team Overview
See the team purpose, active priorities, membership, capability, and current work in one view.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 3,2807,Members & Roles,"Understand who is involved, what each role owns, and what access applies.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Members & Roles
Understand who is involved, what each role owns, and what access applies.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 4,2810,Priorities,Keep the team focused on the outcomes that matter now.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Priorities
Keep the team focused on the outcomes that matter now.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 5,2813,Capability,Review what the team can already do and where the work requires additional support.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Capability
Review what the team can already do and where the work requires additional support.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 6,2816,Active Work,"See decisions, workflows, commitments, and blockers connected to the team.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Active Work
See decisions, workflows, commitments, and blockers connected to the team.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 7,2819,Rhythm,Review progress and recurring issues at the cadence the team needs.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Rhythm
Review progress and recurring issues at the cadence the team needs.",No,src/pages/workspace/PlannedModule.tsx
83,/os/teams,SECTION 8,2822,Coordinate Two Dependent Teams,"Make dependencies, ownership, shared milestones, and blockers visible in both contexts.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Coordinate Two Dependent Teams
Make dependencies, ownership, shared milestones, and blockers visible in both contexts.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,HERO,2832,Shared Clarity. Shared Capability. Shared Consistency.,"Organizational Rhythm converts continuously changing context into deliberate human review and coordinated action.
Review organizational priorities, cross-team blockers, capability patterns, execution rhythm, and changes accumulated between formal reviews in one cadence.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Shared Clarity. Shared Capability. Shared Consistency.
Organizational Rhythm converts continuously changing context into deliberate human review and coordinated action.
Review organizational priorities, cross-team blockers, capability patterns, execution rhythm, and changes accumulated between formal reviews in one cadence.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 2,2836,Shared Priorities,Review organization-level priorities and how teams contribute to them.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Shared Priorities
Review organization-level priorities and how teams contribute to them.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 3,2839,Cross-Team Blockers,Surface dependencies and constraints that cannot be resolved inside one team.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Cross-Team Blockers
Surface dependencies and constraints that cannot be resolved inside one team.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 4,2842,Capability Patterns,Identify repeated capability strengths or gaps across teams and functions.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Capability Patterns
Identify repeated capability strengths or gaps across teams and functions.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 5,2845,Execution Rhythm,"Compare movement, follow-through, and review patterns across the operating cadence.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Execution Rhythm
Compare movement, follow-through, and review patterns across the operating cadence.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 6,2848,Review,"Turn the combined view of accumulated change into decisions, owners, adjustments, and next-cycle priorities.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Review
Turn the combined view of accumulated change into decisions, owners, adjustments, and next-cycle priorities.",No,src/pages/workspace/PlannedModule.tsx
84,/os/organization/rhythm,SECTION 7,2851,Run a Monthly Operating Review,"Connect strategic movement, capability constraints, workflow performance, and next priorities without collapsing everything into one score.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Run a Monthly Operating Review
Connect strategic movement, capability constraints, workflow performance, and next priorities without collapsing everything into one score.",No,src/pages/workspace/PlannedModule.tsx
